ID,YEAR,MONTH,CIRCUIT_NO,APP_CODE,REGION,VILLAGE,SUBDISTRICT,DISTRICT,PROVINCE,AP_NAME,IP_ADDRESS,UPLOAD,DOWNLOAD,NUM_USERS,NUM_DEVICES
1,2564,กรกฎาคม,4485d9000,SR711371,ภ.2,หมู่ 13 บ้านมะเกลือ,บ้านกอก,จัตุรัส,ชัยภูมิ,CPM-SR711371,172.16.140.2,"4,901.45","86,793.12",403,57
2,2564,กรกฎาคม,4485d9001,SR711374,ภ.2,หมู่ 17 บ้านโนนทอง,บ้านกอก,จัตุรัส,ชัยภูมิ,CPM-SR711374,172.16.140.10,"1,609.27","18,763.15",364,69
3,2564,กรกฎาคม,4486d9000,SR711628,ภ.2,หมู่ 1 เพชร,บ้านเพชร,ภูเขียว,ชัยภูมิ,CPM-SR711628,172.16.140.50,"6,318.99","91,007.66",693,182
4,2564,กรกฎาคม,4486d9001,SR711630,ภ.2,หมู่ 8 เพชรใต้,บ้านเพชร,ภูเขียว,ชัยภูมิ,CPM-SR711630,172.16.140.58,"2,753.82","71,735.24",855,260
5,2564,กรกฎาคม,4486d9002,SR711631,ภ.2,หมู่ 9 กุดตูม,บ้านเพชร,ภูเขียว,ชัยภูมิ,CPM-SR711631,172.16.140.66,"13,661.13","259,679.82",835,54
6,2564,กรกฎาคม,4486d9003,SR711641,ภ.2,หมู่ 16 โคกสะอาด,โคกสะอาด,ภูเขียว,ชัยภูมิ,CPM-SR711641,172.16.140.74,"12,732.50","192,491.53","1,239",117
7,2564,กรกฎาคม,4481d9000,SR711715,ภ.2,หมู่ 3 นางเม้ง,โพนทอง,,ชัยภูมิ,CPM-SR711715,172.16.140.18,"11,224.27","210,211.78","1,003",94
8,2564,กรกฎาคม,4481d9001,SR711716,ภ.2,หมู่ 4 หนองหญ้ารังกา,โพนทอง,,ชัยภูมิ,CPM-SR711716,172.16.140.26,"14,485.10","205,379.76","1,046",166
9,2564,กรกฎาคม,4481d9002,SR711732,ภ.2,หมู่ 5 หนองคอนไทย,กุดตุ้ม,,ชัยภูมิ,CPM-SR711732,172.16.140.34,"5,796.15","121,396.75","1,030",93
10,2564,กรกฎาคม,4481d9003,SR711737,ภ.2,หมู่ 14 หนองคอนไทย,กุดตุ้ม,,ชัยภูมิ,CPM-SR711737,172.16.140.42,"24,460.35","432,737.42","2,184",105
11,2564,กรกฎาคม,5334d9000,SR672609,ภ.3,หมู่ 8 อมเม็ง,กองแขก,แม่แจ่ม,เชียงใหม่,CMI-SR672609,172.18.36.2,"13,378.39","248,719.40","1,147",87
12,2564,กรกฎาคม,5334d9001,SR673096,ภ.3,หมู่ 4 นาฟ่อน,บ่อหลวง,ฮอด,เชียงใหม่,CMI-SR673096,172.18.36.10,"8,914.31","164,486.74","1,170",71
13,2564,กรกฎาคม,5334d9002,SR772040,ภ.3,หมู่ 12 นางยางดิน,กองแขก,แม่แจ่ม,เชียงใหม่,CMI-SR772040,172.18.36.18,"24,087.79","508,929.79","2,097",126
14,2564,กรกฎาคม,3842d9002,SR710973,ภ.5,หมู่ 11 โค้งวันเพ็ญ,บางเสร่,สัตหีบ,ชลบุรี,PTY-SR710973,172.19.44.186,967.652,"7,183.60",178,16
15,2564,กรกฎาคม,3842d9001,SR669404,ภ.5,หมู่ 8 หนองหญ้า,พลูตาหลวง,สัตหีบ,ชลบุรี,PTY-SR669404,172.19.44.194,337.103,"7,558.11",22,3
16,2564,กรกฎาคม,3842d9000,SR669400,ภ.5,หมู่ 4 คลองพลูตาหลวง,พลูตาหลวง,สัตหีบ,ชลบุรี,PTY-SR669400,172.19.44.202,189.951,"2,893.23",246,39
17,2564,กรกฎาคม,3844d9001,SR669230,ภ.5,หมู่ 2 หนองน้ำเขียว,คลองกิ่ว,บ้านบึง,ชลบุรี,CBI-SR669230,172.19.44.18,"13,141.26","278,420.54","1,012",53
18,2564,กรกฎาคม,3841d9001,SR768647,ภ.5,หมู่ 6 คลองใหญ่,โป่ง,บางละมุง,ชลบุรี,PTY-SR768647,172.19.44.98,"1,134.97","26,944.56",154,24
19,2564,กรกฎาคม,3841d9002,SR769085,ภ.5,หมู่ 2 โป่ง,โป่ง,บางละมุง,ชลบุรี,PTY-SR769085,172.19.44.106,749.993,"11,282.44",64,15
20,2564,กรกฎาคม,3847d9001,SR669256,ภ.5,หมู่ 2 ยางเอน,นาวังหิน,พนัสนิคม,ชลบุรี,PTY-SR669256,172.19.44.122,"3,173.01","88,859.49",361,14
21,2564,กรกฎาคม,3841d9000,SR768417,ภ.5,หมู่ 14 ชุมชนมาบหนึ่ง (ม.6),หนองปรือ,บางละมุง,ชลบุรี,PTY-SR768417,172.19.44.114,40.924,137.964,11,8
22,2564,กรกฎาคม,3823d9000,SR768517,ภ.5,หมู่ 1 ทุ่งคาเหนือ,ห้วยใหญ่,บางละมุง,ชลบุรี,PTY-SR768517,172.19.44.74,100.569,39.17,57,8
23,2564,กรกฎาคม,3844d9005,SR769558,ภ.5,หมู่ 4 วังน้ำดำ,หนองบอนแดง,บ้านบึง,ชลบุรี,CBI-SR769558,172.19.44.50,"2,535.34","47,776.88",223,19
24,2564,กรกฎาคม,3847d9000,SR710589,ภ.5,หมู่ 7 หนองบอน,บ่อกวางทอง,บ่อทอง,ชลบุรี,CBI-SR710589,172.19.44.66,"19,568.94","147,525.25",748,33
25,2564,กรกฎาคม,3840d9000,SR768258,ภ.5,หมู่ 5 โป่งสะเก็ด,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,LBG-SR768258,172.19.44.2,240.816,"2,042.98",134,37
26,2564,กรกฎาคม,3844d9006,SR771257,ภ.5,หมู่ 5 หมื่นจิตร,คลองกิ่ว,บ้านบึง,ชลบุรี,CBI-SR771257,172.19.44.58,"19,025.68","286,057.34","1,211",86
27,2564,กรกฎาคม,3844d9004,SR769345,ภ.5,หมู่ 6 โสม,คลองกิ่ว,บ้านบึง,ชลบุรี,CBI-SR769345,172.19.44.42,"5,820.32","154,868.66","1,001",38
28,2564,กรกฎาคม,3844d9003,SR669419,ภ.5,หมู่ 2 เนินสี่,ห้างสูง,หนองใหญ่,ชลบุรี,CBI-SR669419,172.19.44.34,674.081,"24,105.50",144,20
29,2564,กรกฎาคม,3844d9000,SR669228,ภ.5,หมู่ 7 หนองวงษ์,หนองอิรุณ,บ้านบึง,ชลบุรี,CBI-SR669228,172.19.44.10,"7,995.34","105,986.20",423,17
30,2564,กรกฎาคม,3844d9002,SR669239,ภ.5,หมู่ 4 ไร่กลาง,มาบไผ่,บ้านบึง,ชลบุรี,CBI-SR669239,172.19.44.26,"37,402.85","602,506.93","1,507",71
31,2564,กรกฎาคม,5641d9157,SR711056,ภ.3,หมู่ 4 ดอนตาล,หนองน้อย,วัดสิงห์,ชัยนาท,CNT-SR711056,172.18.22.122,"5,187.69","132,736.88",337,46
32,2564,กรกฎาคม,5641d9164,SR770153,ภ.3,หมู่ 8 ทุ่งพงษ์,หนองน้อย,วัดสิงห์,ชัยนาท,CNT-SR770153,172.18.22.178,"16,112.92","249,053.80",724,31
33,2564,กรกฎาคม,5641d9162,SR769899,ภ.3,หมู่ 6 ดอนแต้,หนองน้อย,วัดสิงห์,ชัยนาท,CNT-SR769899,172.18.22.138,"4,006.08","46,981.75",511,56
34,2564,กรกฎาคม,5641d9161,SR767794,ภ.3,หมู่ 1 วังจิก,สามง่ามท่าโบสถ์,หันคา,ชัยนาท,CNT-SR767794,172.18.22.130,"1,780.45","40,602.18",337,52
35,2564,กรกฎาคม,5641d9163,SR769950,ภ.3,หมู่ 5 ดอนมะขาม,หนองน้อย,วัดสิงห์,ชัยนาท,CNT-SR769950,172.18.22.162,982.646,"14,532.78",132,15
36,2564,กรกฎาคม,5641d9156,SR711055,ภ.3,หมู่ 2 หนองน้อย,หนองน้อย,วัดสิงห์,ชัยนาท,CNT-SR711055,172.18.22.114,"7,218.08","161,684.38",729,68
37,2564,กรกฎาคม,5641d9145,SR669508,ภ.3,หมู่ 15 เจริญทรัพย์,นางลือ,เมืองชัยนาท,ชัยนาท,CNT-SR669508,172.18.22.98,"3,118.08","32,500.42",309,71
38,2564,กรกฎาคม,5641d9155,SR711035,ภ.3,หมู่ 4 วังเคียน,นางลือ,เมืองชัยนาท,ชัยนาท,CNT-SR711035,172.18.22.106,"3,621.79","91,621.08","1,074",240
39,2564,กรกฎาคม,5641d9144,SR669505,ภ.3,หมู่ 12 วังเคียนเก่า,นางลือ,เมืองชัยนาท,ชัยนาท,CNT-SR669505,172.18.22.90,645.976,"23,831.88",195,13
40,2564,กรกฎาคม,5641d9143,SR669504,ภ.3,หมู่ 11 ห้วยเดื่อ,นางลือ,เมืองชัยนาท,ชัยนาท,CNT-SR669504,172.18.22.82,"23,392.25","359,560.22",833,44
41,2564,กรกฎาคม,5645d9029,SR669757,ภ.3,หมู่ 10 สะตือสิงห์,วังไก่เถื่อน,หันคา,ชัยนาท,CNT-SR669757,172.18.27.162,"4,963.44","46,471.62",339,38
42,2564,กรกฎาคม,5645d9028,SR669756,ภ.3,หมู่ 9 ถ้ำเข้,วังไก่เถื่อน,หันคา,ชัยนาท,CNT-SR669756,172.18.27.154,963.284,"14,249.31",182,30
43,2564,กรกฎาคม,5641d9150,SR669585,ภ.3,หมู่ 10 ใหม่,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR669585,172.18.22.2,"4,030.79","74,658.47",478,89
44,2564,กรกฎาคม,5641d9158,SR711074,ภ.3,หมู่ 5 ใหญ่,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR711074,172.18.22.74,"2,185.74","44,943.51",216,42
45,2564,กรกฎาคม,5641d9149,SR669581,ภ.3,หมู่ 4 พระขาว,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR669581,172.18.22.10,"9,435.95","243,466.95",546,50
46,2564,กรกฎาคม,5641d9151,SR669613,ภ.3,หมู่ 1 โพธิ์งาม,ดอนกำ,สรรคบุรี,ชัยนาท,CNT-SR669613,172.18.22.42,"5,177.05","110,693.55",589,168
47,2564,กรกฎาคม,5641d9152,SR669614,ภ.3,หมู่ 2 โพธิ์งาม,ดอนกำ,สรรคบุรี,ชัยนาท,CNT-SR669614,172.18.22.50,"9,748.42","140,150.22",937,123
48,2564,กรกฎาคม,5641d9165,SR771452,ภ.3,หมู่ 3 ดอนกำ,ดอนกำ,สรรคบุรี,ชัยนาท,CNT-SR771452,172.18.22.146,"1,346.16","30,327.02",120,25
49,2564,กรกฎาคม,5641d9153,SR669617,ภ.3,หมู่ 5 วังโพธิ์,ดอนกำ,สรรคบุรี,ชัยนาท,CNT-SR669617,172.18.22.58,0,0,0,0
50,2564,กรกฎาคม,5641d9154,SR669618,ภ.3,หมู่ 6 วังโพธิ์,ดอนกำ,สรรคบุรี,ชัยนาท,CNT-SR669618,172.18.22.66,596.683,"11,882.11",232,27
51,2564,กรกฎาคม,5641d9160,SR711090,ภ.3,หมู่ 7 หอมกระจุย,ดอนกำ,สรรคบุรี,ชัยนาท,CNT-SR711090,172.18.22.170,"20,122.46","267,134.46","1,031",93
52,2564,กรกฎาคม,5641d9159,SR711076,ภ.3,หมู่ 11 หอมกระจุย,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR711076,172.18.22.154,0,0,0,0
53,2564,กรกฎาคม,5648d9036,SR669587,ภ.3,หมู่ 13 ม่วงงามพัฒนา,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR669587,172.18.26.122,"8,728.09","163,438.77",779,149
54,2564,กรกฎาคม,5641d9146,SR669578,ภ.3,หมู่ 1 ม่วงงาม,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR669578,172.18.22.34,"3,408.80","44,493.79",165,39
55,2564,กรกฎาคม,5641d9147,SR669579,ภ.3,หมู่ 2 ม่วงงาม,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR669579,172.18.22.26,"16,883.49","305,715.29","2,860",534
56,2564,กรกฎาคม,5641d9148,SR669580,ภ.3,หมู่ 3 ม่วงงาม,โพงาม,สรรคบุรี,ชัยนาท,CNT-SR669580,172.18.22.18,"3,894.81","46,199.07",351,39
57,2564,กรกฎาคม,4481d9015,SR670536,ภ.2,หมู่ 9 โนนก้านตง,ลาดใหญ่,,ชัยภูมิ,CPM-SR670536,172.16.148.226,"23,932.28","445,832.29","1,730",83
58,2564,กรกฎาคม,4481d9038,SR711742,ภ.2,หมู่ 1 โนนคูณ,ลาดใหญ่,,ชัยภูมิ,CPM-SR711742,172.16.149.170,"35,822.12","457,990.54","1,414",69
59,2564,กรกฎาคม,4481d9014,SR670535,ภ.2,หมู่ 7 ดงบังน้อย,ลาดใหญ่,,ชัยภูมิ,CPM-SR670535,172.16.148.218,"34,930.17","451,780.46","1,176",87
60,2564,กรกฎาคม,4481d9013,SR670532,ภ.2,หมู่ 2 ลาดน้อย,ลาดใหญ่,,ชัยภูมิ,CPM-SR670532,172.16.148.202,"11,066.36","202,846.40","1,282",124
61,2564,กรกฎาคม,4481d9039,SR711744,ภ.2,หมู่ 4 ดงบัง,ลาดใหญ่,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711744,172.16.149.178,"22,625.20","455,104.32","1,408",136
62,2564,กรกฎาคม,4481d9133,SR670533,ภ.2,หมู่ 5 โนนหว้านไพล,ลาดใหญ่,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670533,172.16.148.210,"15,378.41","316,941.83","1,929",141
63,2564,กรกฎาคม,4481d9165,SR711735,ภ.2,หมู่ 9 หนองแวง,กุดตุ้ม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711735,172.16.149.154,"26,877.72","555,565.33","2,385",132
64,2564,กรกฎาคม,4481d9041,SR711747,ภ.2,หมู่ 4 ซับรวงไทร,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711747,172.16.149.194,"13,455.30","182,721.80","1,140",71
65,2564,กรกฎาคม,4481d9134,SR670544,ภ.2,หมู่ 10 นาวัง,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670544,172.16.148.250,"6,536.89","190,419.83",593,53
66,2564,กรกฎาคม,4481d9012,SR670531,ภ.2,หมู่ 16 หนองเขื่อง,กุดตุ้ม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670531,172.16.148.26,"3,338.32","54,696.98",237,32
67,2564,กรกฎาคม,4488d9018,SR711310,ภ.2,หมู่ 4 โนนสะอาด,โนนสะอาด,คอนสวรรค์,ชัยภูมิ,CPM-SR711310,172.16.157.50,"17,127.34","245,672.00","1,791",229
68,2564,กรกฎาคม,4481d9008,SR670518,ภ.2,หมู่ 8 ซับม่วง,โพนทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670518,172.16.148.186,"46,217.48","481,341.18","1,271",63
69,2564,กรกฎาคม,4481d9033,SR711726,ภ.2,หมู่ 11 เสี้ยวน้อยพัฒนา,บ้านเล่า,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711726,172.16.149.146,"2,612.04","13,215.81",199,29
70,2564,กรกฎาคม,4481d9006,SR670515,ภ.2,หมู่ 5 สร้างแว้,โพนทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670515,172.16.150.138,"10,142.10","189,829.83","1,248",109
71,2564,กรกฎาคม,4488d9067,SR669914,ภ.2,หมู่ 4 หนองทอน,คอนสวรรค์,คอนสวรรค์,ชัยภูมิ,CPM-SR669914,172.16.155.186,"11,546.55","268,227.62",924,79
72,2564,กรกฎาคม,4488d9068,SR669915,ภ.2,หมู่ 7 โนนขุนทิพย์,คอนสวรรค์,คอนสวรรค์,ชัยภูมิ,CPM-SR669915,172.16.155.194,"22,816.47","449,410.99","1,642",122
73,2564,กรกฎาคม,4485d9010,SR670028,ภ.2,หมู่ 15 บ้านโคกแพงพวย,ละหาน,จัตุรัส,ชัยภูมิ,CPM-SR670028,172.16.140.106,"19,371.78","384,766.84","1,242",112
74,2564,กรกฎาคม,4488d9000,SR669916,ภ.2,หมู่ 10 หนองโก,คอนสวรรค์,คอนสวรรค์,ชัยภูมิ,CPM-SR669916,172.16.155.202,"15,656.67","181,983.17",939,66
75,2564,กรกฎาคม,4488d9001,SR669918,ภ.2,หมู่ 5 หัวหนอง,บ้านโสก,คอนสวรรค์,ชัยภูมิ,CPM-SR669918,172.16.157.2,"7,844.39","138,376.96",403,55
76,2564,กรกฎาคม,4488d9002,SR669920,ภ.2,หมู่ 7 โปร่งคลอง,บ้านโสก,คอนสวรรค์,ชัยภูมิ,CPM-SR669920,172.16.157.10,"16,315.26","303,641.80","1,285",67
77,2564,กรกฎาคม,4488d9003,SR669921,ภ.2,หมู่ 8 โปร่งโก,บ้านโสก,คอนสวรรค์,ชัยภูมิ,CPM-SR669921,172.16.155.210,"22,900.06","323,244.63",965,90
78,2564,กรกฎาคม,4481d9019,SR670561,ภ.2,หมู่ 14 หัวหนอง,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670561,172.16.149.50,"21,025.00","401,101.98","1,401",74
79,2564,กรกฎาคม,4488d9008,SR669938,ภ.2,หมู่ 7 กุดโดน,โนนสะอาด,คอนสวรรค์,ชัยภูมิ,CPM-SR669938,172.16.158.210,"35,192.17","506,695.73","2,002",139
80,2564,กรกฎาคม,4481d9018,SR670554,ภ.2,หมู่ 6 หัวหนอง,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670554,172.16.149.18,"22,829.91","263,363.74","1,408",85
81,2564,กรกฎาคม,4488d9007,SR669937,ภ.2,หมู่ 5 โนนพันชาติ,โนนสะอาด,คอนสวรรค์,ชัยภูมิ,CPM-SR669937,172.16.157.34,"11,940.57","209,262.08",935,45
82,2564,กรกฎาคม,4481d9021,SR670563,ภ.2,หมู่ 17 หนองบัวขาว,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670563,172.16.149.66,"7,907.95","184,408.51",955,66
83,2564,กรกฎาคม,4488d9009,SR669944,ภ.2,หมู่ 8 ดงเย็น,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR669944,172.16.155.218,"14,573.12","255,605.36","1,147",71
84,2564,กรกฎาคม,4481d9020,SR670562,ภ.2,หมู่ 15 โสกน้ำขาว,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670562,172.16.149.58,"29,383.32","605,618.72","2,667",78
85,2564,กรกฎาคม,4481d9124,SR670498,ภ.2,หมู่ 13 หนองชุมแสง,ห้วยบง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670498,172.16.148.162,"10,458.26","291,844.86",527,36
86,2564,กรกฎาคม,4481d9135,SR670545,ภ.2,หมู่ 12 ใหม่ไทรงาม,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670545,172.16.149.2,"19,573.34","236,913.95","1,123",91
87,2564,กรกฎาคม,4488d9010,SR669946,ภ.2,หมู่ 10 ซับทอง,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR669946,172.16.155.226,"2,200.34","55,574.43",275,25
88,2564,กรกฎาคม,4481d9005,SR670504,ภ.2,หมู่ 5 สัมพันธ์,บุ่งคล้า,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670504,172.16.148.170,"4,538.87","62,624.38",544,58
89,2564,กรกฎาคม,4481d9017,SR670539,ภ.2,หมู่ 3 ไทรงาม,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670539,172.16.148.242,"26,614.29","268,971.40","2,563",114
90,2564,กรกฎาคม,4488d9011,SR669957,ภ.2,หมู่ 5 หนองตาไก้,หนองขาม,คอนสวรรค์,ชัยภูมิ,CPM-SR669957,172.16.157.42,"33,985.19","548,203.61","1,736",90
91,2564,กรกฎาคม,4488d9012,SR711274,ภ.2,หมู่ 5 นาเสียว,คอนสวรรค์,คอนสวรรค์,ชัยภูมิ,CPM-SR711274,172.16.159.226,"15,514.46","310,728.54","1,172",80
92,2564,กรกฎาคม,4481d9016,SR670538,ภ.2,หมู่ 2 นาวัง,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670538,172.16.148.234,"13,048.98","181,748.06","1,075",42
93,2564,กรกฎาคม,4488d9013,SR711275,ภ.2,หมู่ 6 โนนโพธิ์,คอนสวรรค์,คอนสวรรค์,ชัยภูมิ,CPM-SR711275,172.16.156.50,"20,020.91","324,108.01",610,46
94,2564,กรกฎาคม,4488d9014,SR711281,ภ.2,หมู่ 14 โนนโพธิ์,คอนสวรรค์,คอนสวรรค์,ชัยภูมิ,CPM-SR711281,172.16.156.58,"8,093.35","93,583.55",445,57
95,2564,กรกฎาคม,4488d9016,SR711301,ภ.2,หมู่ 5 โนนเขวา,ยางหวาย,คอนสวรรค์,ชัยภูมิ,CPM-SR711301,172.16.156.90,"33,549.28","537,899.95","1,494",72
96,2564,กรกฎาคม,4488d9017,SR711302,ภ.2,หมู่ 8 โนนเขวา,ยางหวาย,คอนสวรรค์,ชัยภูมิ,CPM-SR711302,172.16.156.98,"30,842.21","567,359.34","1,599",104
97,2564,กรกฎาคม,4488d9019,SR711311,ภ.2,หมู่ 6 ลำชี,โนนสะอาด,คอนสวรรค์,ชัยภูมิ,CPM-SR711311,172.16.157.58,"11,272.62","184,542.24","1,332",188
98,2564,กรกฎาคม,4485d9002,SR670022,ภ.2,หมู่ 4 บ้านหนองหญ้าข้าวนก,ละหาน,จัตุรัส,ชัยภูมิ,CPM-SR670022,172.16.140.82,"17,013.95","338,546.56","1,471",83
99,2564,กรกฎาคม,4481d9169,SR711769,ภ.2,หมู่ 3 กุดละลม,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711769,172.16.149.210,"6,424.85","74,385.45",157,27
100,2564,กรกฎาคม,4485d9009,SR670026,ภ.2,หมู่ 9 บ้านลี่,ละหาน,จัตุรัส,ชัยภูมิ,CPM-SR670026,172.16.140.98,"5,966.21","58,187.70",730,160
101,2564,กรกฎาคม,4481d9044,SR768470,ภ.2,หมู่ 18 ห้วยเหนือ,ตลาดแร้ง,บ้านเขว้า,ชัยภูมิ,CPM-SR768470,172.16.148.106,,,,
102,2564,กรกฎาคม,4481d9032,SR711702,ภ.2,หมู่ 4 กุดโง้ง,บุ่งคล้า,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711702,172.16.148.74,,,,
103,2564,กรกฎาคม,4481d9024,SR670566,ภ.2,หมู่ 5 โนนอดน้อย,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670566,172.16.149.90,"7,765.14","132,559.92",523,26
104,2564,กรกฎาคม,4481d9046,SR769024,ภ.2,หมู่ 9 กุดละลม,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR769024,172.16.149.226,"4,717.33","91,091.68",262,53
105,2564,กรกฎาคม,4481d9043,SR768467,ภ.2,หมู่ 10 กุดละลม,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR768467,172.16.149.218,"24,004.69","239,684.81",891,41
106,2564,กรกฎาคม,4488d9029,SR771276,ภ.2,หมู่ 10 ภูดิน,หนองขาม,คอนสวรรค์,ชัยภูมิ,CPM-SR771276,172.16.157.98,"37,479.07","574,977.75","1,580",67
107,2564,กรกฎาคม,4488d9005,SR669931,ภ.2,หมู่ 7 หนองมะกุด,ยางหวาย,คอนสวรรค์,ชัยภูมิ,CPM-SR669931,172.16.155.178,"4,328.17","143,705.87",482,35
108,2564,กรกฎาคม,4488d9006,SR669936,ภ.2,หมู่ 3 โนนสงเปลือย,โนนสะอาด,คอนสวรรค์,ชัยภูมิ,CPM-SR669936,172.16.157.26,"12,821.95","193,201.88",665,86
109,2564,กรกฎาคม,4488d9020,SR711312,ภ.2,หมู่ 9 โนนสะอาด,โนนสะอาด,คอนสวรรค์,ชัยภูมิ,CPM-SR711312,172.16.157.66,"5,238.58","56,581.24","1,112",265
110,2564,กรกฎาคม,4481d9010,SR670527,ภ.2,หมู่ 6 หนองเขื่อง,กุดตุ้ม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670527,172.16.148.10,"3,897.40","84,392.70",452,83
111,2564,กรกฎาคม,4481d9022,SR670564,ภ.2,หมู่ 1 หนองโง้ง,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670564,172.16.149.74,"8,141.87","158,093.13",509,66
112,2564,กรกฎาคม,4488d9004,SR669930,ภ.2,หมู่ 6 สงแดง,ยางหวาย,คอนสวรรค์,ชัยภูมิ,CPM-SR669930,172.16.157.18,"10,574.04","184,384.61",816,82
113,2564,กรกฎาคม,4485d9008,SR670025,ภ.2,หมู่ 8 บ้านโคกแพงพวย,ละหาน,จัตุรัส,ชัยภูมิ,CPM-SR670025,172.16.140.90,"21,941.22","356,196.38","1,646",308
114,2564,กรกฎาคม,4481d9051,SR770847,ภ.2,หมู่ 13 กุดตุ้ม,กุดตุ้ม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR770847,172.16.148.138,"15,602.05","161,689.06",555,51
115,2564,กรกฎาคม,4481d9023,SR670565,ภ.2,หมู่ 4 โนนสมบูรณ์,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670565,172.16.149.82,"9,915.82","205,236.46",792,62
116,2564,กรกฎาคม,4481d9007,SR670516,ภ.2,หมู่ 6 ซับพระไวย์,โพนทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670516,172.16.148.178,"38,580.76","576,229.07","2,614",205
117,2564,กรกฎาคม,4481d9040,SR711746,ภ.2,หมู่ 1 นาเสียว,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711746,172.16.149.186,"10,243.21","159,577.52",481,41
118,2564,กรกฎาคม,4481d9027,SR711680,ภ.2,หมู่ 4 ม่วงเงาะ,ห้วยบง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711680,172.16.149.106,"17,333.80","222,031.78",877,63
119,2564,กรกฎาคม,4481d9053,SR771406,ภ.2,หมู่ 8 นาเสียว,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR771406,172.16.149.234,"7,843.45","163,105.74",574,94
120,2564,กรกฎาคม,4481d9009,SR670519,ภ.2,หมู่ 1 เสี้ยวน้อย,บ้านเล่า,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670519,172.16.148.194,"14,778.10","295,278.97","1,087",66
121,2564,กรกฎาคม,4481d9029,SR711682,ภ.2,หมู่ 7 หนองหิน,ห้วยบง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711682,172.16.149.122,"11,566.56","233,707.91",708,59
122,2564,กรกฎาคม,4481d9030,SR711683,ภ.2,หมู่ 8 หนองสระแบง,ห้วยบง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711683,172.16.149.130,"11,479.48","189,269.21","1,282",169
123,2564,กรกฎาคม,4481d9031,SR711684,ภ.2,หมู่ 9 ยางบง,ห้วยบง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711684,172.16.149.138,"3,890.83","31,165.30",306,62
124,2564,กรกฎาคม,4481d9058,SR771806,ภ.2,หมู่ 11 หนองไม้งาม,ห้วยบง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR771806,172.16.146.58,"14,364.98","291,935.01","1,226",165
125,2564,กรกฎาคม,4488d9015,SR711286,ภ.2,หมู่ 9 ดอนหัน,บ้านโสก,คอนสวรรค์,ชัยภูมิ,CPM-SR711286,172.16.156.66,"11,291.67","252,052.76",998,99
126,2564,กรกฎาคม,4488d9024,SR769666,ภ.2,หมู่ 3 หนองคู,กุดตุ้ม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR769666,172.16.156.162,"9,797.03","230,794.78",867,125
