ID,YEAR,MONTH,CIRCUIT_NO,APP_CODE,REGION,VILLAGE,SUBDISTRICT,DISTRICT,PROVINCE,AP_NAME,IP_ADDRESS,UPLOAD,DOWNLOAD,NUM_USERS,NUM_DEVICES
317,2564,กรกฎาคม,5641d9269,SR711081,ภ.3,หมู่ 10 บ้านหนองบัว,เที่ยงแท้,สรรคบุรี,ชัยนาท,CNT-SR711081,172.18.24.202,"16,311.13","140,357.14",437,51
318,2564,กรกฎาคม,5648d9067,SR711070,ภ.3,หมู่ 15 วัดกำแพง,แพรกศรีราชา,สรรคบุรี,ชัยนาท,CNT-SR711070,172.18.27.114,"7,618.19","205,263.69",991,92
319,2564,กรกฎาคม,5648d9066,SR711069,ภ.3,หมู่ 14 หัวตะพาน,แพรกศรีราชา,สรรคบุรี,ชัยนาท,CNT-SR711069,172.18.27.122,"2,868.47","75,227.43",376,41
320,2564,กรกฎาคม,5641d9267,SR711060,ภ.3,หมู่ 1 หนองขุ่น,หนองขุ่น,วัดสิงห์,ชัยนาท,CNT-SR711060,172.18.23.194,28.203,465.057,83,25
321,2564,กรกฎาคม,5641d9266,SR711053,ภ.3,หมู่ 10 คลองใหญ่,มะขามเฒ่า,วัดสิงห์,ชัยนาท,CNT-SR711053,172.18.23.66,88.677,"1,820.67",92,49
322,2564,กรกฎาคม,5645d9036,SR669712,ภ.3,หมู่ 12 บางลี่,บ้านเชี่ยน,หันคา,ชัยนาท,CNT-SR669712,172.18.27.202,225.455,"3,983.89",116,29
323,2564,กรกฎาคม,5645d9035,SR669711,ภ.3,หมู่ 11 หนองทาระภู,บ้านเชี่ยน,หันคา,ชัยนาท,CNT-SR669711,172.18.27.210,"8,506.37","145,538.48",945,111
324,2564,กรกฎาคม,5645d9034,SR669707,ภ.3,หมู่ 7 ไร่สวนลาว,บ้านเชี่ยน,หันคา,ชัยนาท,CNT-SR669707,172.18.27.218,"2,089.15","32,398.32",137,32
325,2564,กรกฎาคม,5641d9251,SR669703,ภ.3,หมู่ 1 ฉวาก,บ้านเชี่ยน,หันคา,ชัยนาท,CNT-SR669703,172.18.25.106,"16,747.96","313,186.92","1,378",84
326,2564,กรกฎาคม,5648d9054,SR669633,ภ.3,หมู่ 9 ศาลาแดง,หาดอาษา,สรรพยา,ชัยนาท,CNT-SR669633,172.18.26.218,"3,748.73","90,557.53",587,53
327,2564,กรกฎาคม,5648d9052,SR669631,ภ.3,หมู่ 7 เขาดิน,หาดอาษา,สรรพยา,ชัยนาท,CNT-SR669631,172.18.26.226,"11,137.15","202,030.21",268,31
328,2564,กรกฎาคม,5648d9051,SR669612,ภ.3,หมู่ 16 ทุ่งกระถินพัฒนา,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669612,172.18.27.34,"13,489.88","230,014.09","1,369",122
329,2564,กรกฎาคม,5648d9050,SR669611,ภ.3,หมู่ 15 หนองสมบูรณ์,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669611,172.18.27.42,487.662,"16,085.27",90,26
330,2564,กรกฎาคม,5648d9049,SR669609,ภ.3,หมู่ 13 ดงเทพรัตน์,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669609,172.18.27.50,"7,219.89","132,222.93",808,100
331,2564,กรกฎาคม,5648d9048,SR669608,ภ.3,หมู่ 12 ร่องแห้ว,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669608,172.18.27.58,19.88,133.42,53,34
332,2564,กรกฎาคม,5641d9210,SR669605,ภ.3,หมู่ 9 ปากดง,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669605,172.18.24.98,680.156,"10,944.57",271,62
333,2564,กรกฎาคม,5641d9209,SR669602,ภ.3,หมู่ 6 ทุ่งกระถิน,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669602,172.18.24.106,266.571,"13,900.08",52,25
334,2564,กรกฎาคม,5648d9041,SR669571,ภ.3,หมู่ 16 สระไม้แดง,แพรกศรีราชา,สรรคบุรี,ชัยนาท,CNT-SR669571,172.18.27.130,"2,529.17","9,931.49",209,52
335,2564,กรกฎาคม,5648d9046,SR669601,ภ.3,หมู่ 5 ดอนประดู่,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669601,172.18.27.26,"1,901.09","59,108.26",374,72
336,2564,กรกฎาคม,5648d9040,SR669568,ภ.3,หมู่ 11 วังยาว,แพรกศรีราชา,สรรคบุรี,ชัยนาท,CNT-SR669568,172.18.27.138,"1,228.54","20,344.76",273,54
337,2564,กรกฎาคม,5648d9039,SR669562,ภ.3,หมู่ 3 ท่าระบาตร,แพรกศรีราชา,สรรคบุรี,ชัยนาท,CNT-SR669562,172.18.26.170,"2,972.19","69,183.98",352,45
338,2564,กรกฎาคม,5641d9193,SR669532,ภ.3,หมู่ 5 ท่าแห,มะขามเฒ่า,วัดสิงห์,ชัยนาท,CNT-SR669532,172.18.23.82,"1,411.81",304.667,110,16
339,2564,กรกฎาคม,5641d9196,SR669547,ภ.3,หมู่ 6 ทุ่งกว้าง,หนองขุ่น,วัดสิงห์,ชัยนาท,CNT-SR669547,172.18.23.226,"1,947.44","3,731.73",24,17
340,2564,กรกฎาคม,5641d9194,SR669533,ภ.3,หมู่ 6 คลองปลาไหล,มะขามเฒ่า,วัดสิงห์,ชัยนาท,CNT-SR669533,172.18.23.74,"5,282.19","121,787.13",956,67
341,2564,กรกฎาคม,5648d9047,SR669603,ภ.3,หมู่ 7 หนองอีดุก,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669603,172.18.27.18,"3,989.56","119,218.17",508,85
342,2564,กรกฎาคม,5641d9211,SR669606,ภ.3,หมู่ 10 หนองแขม,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR669606,172.18.24.90,"1,450.01","23,466.68",400,72
343,2564,กรกฎาคม,5641d9195,SR669545,ภ.3,หมู่ 4 หนองบ่อหว้า,หนองขุ่น,วัดสิงห์,ชัยนาท,CNT-SR669545,172.18.23.58,"7,260.93","167,658.99",810,87
344,2564,กรกฎาคม,5648d9070,SR711087,ภ.3,หมู่ 1 หนอง,ดงคอน,สรรคบุรี,ชัยนาท,CNT-SR711087,172.18.26.146,"9,238.27","93,096.47",286,36
345,2564,กรกฎาคม,4488d9049,SR669875,ภ.2,หมู่ 10 แก้งเจริญ,บ้านแก้ง,แก้งคร้อ,ชัยภูมิ,CPM-SR669875,172.16.157.234,"11,667.29","293,962.83","2,109",84
346,2564,กรกฎาคม,4488d9100,SR711247,ภ.2,หมู่ 5 โคกสูง,บ้านแก้ง,แก้งคร้อ,ชัยภูมิ,CPM-SR711247,172.16.158.58,"20,444.27","414,524.16","1,606",108
347,2564,กรกฎาคม,4488d9046,SR669870,ภ.2,หมู่ 3 โนนส้มกบ,บ้านแก้ง,แก้งคร้อ,ชัยภูมิ,CPM-SR669870,172.16.157.210,"8,920.54","104,504.11",956,129
348,2564,กรกฎาคม,4488d9047,SR669872,ภ.2,หมู่ 7 สะเดาหวาน,บ้านแก้ง,แก้งคร้อ,ชัยภูมิ,CPM-SR669872,172.16.157.218,"13,814.17","262,196.72",914,63
349,2564,กรกฎาคม,4488d9048,SR669874,ภ.2,หมู่ 9 วังศิลา,บ้านแก้ง,แก้งคร้อ,ชัยภูมิ,CPM-SR669874,172.16.157.226,"31,528.25","459,842.67","1,421",116
350,2564,กรกฎาคม,4485d9040,SR670081,ภ.2,หมู่ 4 วังกุง,ท่ากูบ,ซับใหญ่,ชัยภูมิ,CPM-SR670081,172.16.143.210,"4,419.76","132,827.19",294,47
351,2564,กรกฎาคม,4485d9154,SR711461,ภ.2,หมู่ 6 กะฮาด,กะฮาด,เนินสง่า,ชัยภูมิ,CPM-SR711461,172.16.144.202,"8,810.63","180,307.37",925,119
352,2564,กรกฎาคม,4485d9045,SR670090,ภ.2,หมู่ 1 เขื่อนลั่น,ตะโกทอง,ซับใหญ่,ชัยภูมิ,CPM-SR670090,172.16.143.242,"18,466.70","367,290.76","1,767",128
353,2564,กรกฎาคม,4485d9046,SR670091,ภ.2,หมู่ 2 โสกหอยขม,ตะโกทอง,ซับใหญ่,ชัยภูมิ,CPM-SR670091,172.16.143.250,"8,331.23","173,306.52",560,58
354,2564,กรกฎาคม,4485d9041,SR670082,ภ.2,หมู่ 5 ซับสายออ,ท่ากูบ,ซับใหญ่,ชัยภูมิ,CPM-SR670082,172.16.143.218,"5,191.85","129,087.95","1,361",143
355,2564,กรกฎาคม,4485d9039,SR670080,ภ.2,หมู่ 3 วังขอนสัก,ท่ากูบ,ซับใหญ่,ชัยภูมิ,CPM-SR670080,172.16.143.202,"16,629.09","329,067.62","2,183",83
356,2564,กรกฎาคม,4481d9140,SR670555,ภ.2,หมู่ 7 โปร่งเกตุ,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670555,172.16.149.26,"58,782.95","703,378.90","2,220",110
357,2564,กรกฎาคม,4481d9149,SR711484,ภ.2,หมู่ 14 ปากคันฉู,ลุ่มลำชี,บ้านเขว้า,ชัยภูมิ,CPM-SR711484,172.16.148.66,"14,106.22","261,965.93","1,521",136
358,2564,กรกฎาคม,4481d9156,SR711692,ภ.2,หมู่ 8 โนนสูงสะอาด,โนนสำราญ,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711692,172.16.150.250,"24,899.41","386,534.86","1,327",162
359,2564,กรกฎาคม,4488d9045,SR669869,ภ.2,หมู่ 2 กุดเก่าน้อย,บ้านแก้ง,แก้งคร้อ,ชัยภูมิ,CPM-SR669869,172.16.157.202,"18,029.34","277,207.81","1,063",63
360,2564,กรกฎาคม,4485d9186,SR771852,ภ.2,หมู่ 11 ซับน้ำใส,ท่ากูบ,ซับใหญ่,ชัยภูมิ,CPM-SR771852,172.16.145.186,"16,012.06","327,477.28",714,70
361,2564,กรกฎาคม,4485d9083,SR670194,ภ.2,หมู่ 7 หนองกระเทือง,กะฮาด,เนินสง่า,ชัยภูมิ,CPM-SR670194,172.16.141.122,"18,963.43","373,818.65",928,70
362,2564,กรกฎาคม,4485d9085,SR670196,ภ.2,หมู่ 10 หนองดินดำ,กะฮาด,เนินสง่า,ชัยภูมิ,CPM-SR670196,172.16.141.138,"26,279.49","481,289.57","2,148",164
363,2564,กรกฎาคม,4485d9073,SR670174,ภ.2,หมู่ 6 บะเสียว,หนองฉิม,เนินสง่า,ชัยภูมิ,CPM-SR670174,172.16.141.50,"10,228.56","170,956.34",915,89
364,2564,กรกฎาคม,4488d9028,SR771036,ภ.2,หมู่ 8 ห้วยหว่านไพร,บ้านแก้ง,แก้งคร้อ,ชัยภูมิ,CPM-SR771036,172.16.158.130,"31,183.91","442,181.95","1,049",76
365,2564,กรกฎาคม,4485d9156,SR711465,ภ.2,หมู่ 9 ห้วยยาง,รังงาม,เนินสง่า,ชัยภูมิ,CPM-SR711465,172.16.144.218,"22,503.74","450,986.17","1,665",169
366,2564,กรกฎาคม,4485d9155,SR711463,ภ.2,หมู่ 1 บุ่งหวาย,รังงาม,เนินสง่า,ชัยภูมิ,CPM-SR711463,172.16.144.210,"34,938.86","689,497.02","2,078",84
367,2564,กรกฎาคม,4486d9061,SR670392,ภ.2,หมู่ 4 ฝายพญานาค,ธาตุทอง,ภูเขียว,ชัยภูมิ,CPM-SR670392,172.16.154.66,"6,861.12","142,008.35","1,596",90
368,2564,กรกฎาคม,4481d9123,SR670496,ภ.2,หมู่ 6 หินกอง,ห้วยบง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670496,172.16.150.66,"22,997.73","387,308.71","2,327",97
369,2564,กรกฎาคม,4486d9135,SR771993,ภ.2,หมู่ 13 ฝายพญานาค,ธาตุทอง,ภูเขียว,ชัยภูมิ,CPM-SR771993,172.16.155.106,"13,665.53","207,925.09","1,061",100
370,2564,กรกฎาคม,4488d9054,SR669891,ภ.2,หมู่ 8 โนนดินหอม,หลุบคา,แก้งคร้อ,ชัยภูมิ,CPM-SR669891,172.16.158.10,"42,098.31","707,115.76","2,471",111
371,2564,กรกฎาคม,4488d9030,SR771386,ภ.2,หมู่ 2 โคกไพรวัลย์,หลุบคา,แก้งคร้อ,ชัยภูมิ,CPM-SR771386,172.16.157.114,"25,125.74","425,572.01","1,411",100
372,2564,กรกฎาคม,4488d9053,SR669890,ภ.2,หมู่ 7 โสกหว้า,หลุบคา,แก้งคร้อ,ชัยภูมิ,CPM-SR669890,172.16.158.2,"18,183.70","225,161.83",977,59
373,2564,กรกฎาคม,4488d9051,SR669888,ภ.2,หมู่ 3 เลิงทุ่ม,หลุบคา,แก้งคร้อ,ชัยภูมิ,CPM-SR669888,172.16.157.250,"43,593.45","795,665.20","2,152",113
374,2564,กรกฎาคม,4485d9174,SR711823,ภ.2,หมู่ 7 ดอนชุมช้าง,โสกปลาดุก,หนองบัวระเหว,ชัยภูมิ,CPM-SR711823,172.16.145.98,"32,313.81","495,616.60","1,587",85
375,2564,กรกฎาคม,4485d9086,SR670198,ภ.2,หมู่ 3 บุฝ้าย,รังงาม,เนินสง่า,ชัยภูมิ,CPM-SR670198,172.16.141.146,"13,686.74","282,477.42","1,645",65
376,2564,กรกฎาคม,4485d9084,SR670195,ภ.2,หมู่ 9 หนองไข่น้ำ,กะฮาด,เนินสง่า,ชัยภูมิ,CPM-SR670195,172.16.141.130,"32,251.28","542,791.05","3,156",246
377,2564,กรกฎาคม,4488d9108,SR711315,ภ.2,หมู่ 7 ห้วยยาง,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR711315,172.16.158.74,"32,707.75","575,423.14","1,764",149
378,2564,กรกฎาคม,4488d9109,SR711316,ภ.2,หมู่ 12 ห้วยยาง,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR711316,172.16.159.130,"27,798.18","452,298.29","1,685",109
379,2564,กรกฎาคม,4485d9044,SR670089,ภ.2,หมู่ 12 วังอุดม,ท่ากูบ,ซับใหญ่,ชัยภูมิ,CPM-SR670089,172.16.143.234,"34,049.63","207,464.15","1,433",61
380,2564,กรกฎาคม,4488d9074,SR669947,ภ.2,หมู่ 11 ประชาแสนสุข,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR669947,172.16.158.34,"8,377.88","120,957.18",694,34
381,2564,กรกฎาคม,4488d9025,SR769929,ภ.2,หมู่ 9 ซับม่วงไข่,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR769929,172.16.159.194,"8,362.13","58,251.44",470,41
382,2564,กรกฎาคม,4488d9042,SR669863,ภ.2,หมู่ 7 หินกองใต้,หนองขาม,แก้งคร้อ,ชัยภูมิ,CPM-SR669863,172.16.157.178,"22,751.54","491,669.41","1,583",104
383,2564,กรกฎาคม,4485d9074,SR670180,ภ.2,หมู่ 15 โสกคร้อพัฒนา,หนองฉิม,เนินสง่า,ชัยภูมิ,CPM-SR670180,172.16.144.186,"18,206.31","279,132.33","1,927",120
384,2564,กรกฎาคม,4488d9040,SR669860,ภ.2,หมู่ 2 หินกองเหนือ,หนองขาม,แก้งคร้อ,ชัยภูมิ,CPM-SR669860,172.16.157.162,"7,061.88","88,693.98",477,84
385,2564,กรกฎาคม,4488d9035,SR669851,ภ.2,หมู่ 11 หนองโน,หนองไผ่,แก้งคร้อ,ชัยภูมิ,CPM-SR669851,172.16.158.170,"23,590.73","434,806.81","2,408",163
386,2564,กรกฎาคม,4485d9071,SR670171,ภ.2,หมู่ 2 โสกคร้อ,หนองฉิม,เนินสง่า,ชัยภูมิ,CPM-SR670171,172.16.141.34,"50,460.35","714,170.35","2,561",105
387,2564,กรกฎาคม,4488d9034,SR669850,ภ.2,หมู่ 4 หนองแก,หนองไผ่,แก้งคร้อ,ชัยภูมิ,CPM-SR669850,172.16.158.162,"6,890.75","157,786.09","2,046",121
388,2564,กรกฎาคม,4488d9073,SR669943,ภ.2,หมู่ 6 โคกไม้งาม,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR669943,172.16.157.106,"7,539.65","129,593.90",851,63
389,2564,กรกฎาคม,4488d9056,SR669894,ภ.2,หมู่ 3 ตลุกหิน,โคกกุง,แก้งคร้อ,ชัยภูมิ,CPM-SR669894,172.16.156.218,"36,278.92","715,438.24","2,413",133
390,2564,กรกฎาคม,4488d9027,SR770722,ภ.2,หมู่ 4 หลุบเพ็ก,ห้วยไร่,คอนสวรรค์,ชัยภูมิ,CPM-SR770722,172.16.158.122,"11,659.01","202,052.07",715,39
391,2564,กรกฎาคม,4488d9098,SR711221,ภ.2,หมู่ 2 โปร่ง,หนองไผ่,แก้งคร้อ,ชัยภูมิ,CPM-SR711221,172.16.159.10,"14,287.38","267,446.93","1,118",99
392,2564,กรกฎาคม,4481d9143,SR670559,ภ.2,หมู่ 12 หนองหว้า,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670559,172.16.149.34,"1,814.62","22,311.18",400,44
393,2564,กรกฎาคม,4481d9144,SR670560,ภ.2,หมู่ 13 โนนดู่,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670560,172.16.149.42,"8,554.11","170,560.25","1,035",113
394,2564,กรกฎาคม,4481d9072,SR670232,ภ.2,หมู่ 10 วังปลาฝา,ลุ่มลำชี,บ้านเขว้า,ชัยภูมิ,CPM-SR670232,172.16.148.154,"1,933.41","43,538.25",509,116
395,2564,กรกฎาคม,4481d9126,SR670502,ภ.2,หมู่ 2 โสกตลับ,โคกสูง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670502,172.16.150.74,"3,201.15","76,885.42",628,110
396,2564,กรกฎาคม,4481d9116,SR670484,ภ.2,หมู่ 7 ใหม่บัวงาม,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670484,172.16.150.34,"2,737.68","64,464.27",643,162
397,2564,กรกฎาคม,4481d9112,SR670480,ภ.2,หมู่ 3 ห้วยหมากแดง,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670480,172.16.150.10,"13,738.40","238,397.02","1,405",236
398,2564,กรกฎาคม,4485d9072,SR670172,ภ.2,หมู่ 4 น้อยใต้คู,หนองฉิม,เนินสง่า,ชัยภูมิ,CPM-SR670172,172.16.141.42,"35,530.04","321,137.42","1,313",99
399,2564,กรกฎาคม,4481d9136,SR670548,ภ.2,หมู่ 6 หนองนกเขาน้อย,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670548,172.16.150.162,"20,512.82","440,575.40","1,358",52
400,2564,กรกฎาคม,4481d9157,SR711694,ภ.2,หมู่ 10 งิ้วพัฒนา,โนนสำราญ,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711694,172.16.151.2,"15,470.48","346,554.67","1,282",134
401,2564,กรกฎาคม,4481d9167,SR711758,ภ.2,หมู่ 14 โนนเหลี่ยม,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711758,172.16.150.130,138.02,"2,427.04",76,60
402,2564,กรกฎาคม,4485d9150,SR711452,ภ.2,หมู่ 8 โนนสะอาด,หนองฉิม,เนินสง่า,ชัยภูมิ,CPM-SR711452,172.16.140.218,"24,609.70","544,018.36","1,051",51
403,2564,กรกฎาคม,4481d9154,SR711676,ภ.2,หมู่ 10 ใหม่ห้วยต้อน,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711676,172.16.150.234,"8,450.26","179,834.95",861,99
404,2564,กรกฎาคม,4481d9171,SR769266,ภ.2,หมู่ 2 โป่งคลองใต้,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR769266,172.16.151.98,"17,398.84","236,929.57","1,041",82
405,2564,กรกฎาคม,4481d9054,SR771440,ภ.2,หมู่ 13 ตาดพัฒนา,ตลาดแร้ง,บ้านเขว้า,ชัยภูมิ,CPM-SR771440,172.16.146.74,"19,131.22","406,104.29","1,266",70
406,2564,กรกฎาคม,4481d9174,SR770775,ภ.2,หมู่ 2 ดอนไฮ,ตลาดแร้ง,บ้านเขว้า,ชัยภูมิ,CPM-SR770775,172.16.151.130,"26,610.53","735,643.27","1,793",88
407,2564,กรกฎาคม,4481d9178,SR771554,ภ.2,หมู่ 1 กุดไผ่,ตลาดแร้ง,บ้านเขว้า,ชัยภูมิ,CPM-SR771554,172.16.151.170,"37,054.00","582,970.10","2,726",150
408,2564,กรกฎาคม,4481d9113,SR670481,ภ.2,หมู่ 4 วังโพน,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670481,172.16.147.58,"34,901.56","518,668.19","2,144",158
409,2564,กรกฎาคม,4481d9121,SR670492,ภ.2,หมู่ 8 สามพันตา,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670492,172.16.150.50,"28,038.83","345,412.12","1,496",141
410,2564,กรกฎาคม,4481d9175,SR770961,ภ.2,หมู่ 14 ตลาดแร้ง,ตลาดแร้ง,บ้านเขว้า,ชัยภูมิ,CPM-SR770961,172.16.151.138,"26,072.14","523,216.15","1,583",55
411,2564,กรกฎาคม,4481d9117,SR670485,ภ.2,หมู่ 8 ซับสมบูรณ์,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670485,172.16.147.66,"31,837.22","552,390.16","2,531",104
412,2564,กรกฎาคม,4485d9112,SR670327,ภ.2,หมู่ 5 เขาดิน,หัวทะเล,บำเหน็จณรงค์,ชัยภูมิ,CPM-SR670327,172.16.142.50,"26,814.20","442,677.65","1,473",149
413,2564,กรกฎาคม,4481d9047,SR769053,ภ.2,หมู่ 9 นาสีนวล,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR769053,172.16.151.90,"5,256.46","48,600.25",396,74
414,2564,กรกฎาคม,4481d9166,SR711753,ภ.2,หมู่ 7 กุดขมิ้น,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711753,172.16.151.66,"47,253.58","572,072.15","1,697",84
415,2564,กรกฎาคม,4481d9155,SR711677,ภ.2,หมู่ 11 ใหม่สามพันตา,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711677,172.16.150.242,"5,519.22","101,299.47",757,109
416,2564,กรกฎาคม,4481d9139,SR670552,ภ.2,หมู่ 4 โนนหว้านไพล,ชีลอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670552,172.16.149.10,"13,083.89","222,227.16",617,52
417,2564,กรกฎาคม,4481d9115,SR670483,ภ.2,หมู่ 6 หินหนีบ,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670483,172.16.150.26,"17,628.34","320,866.36","1,172",91
418,2564,กรกฎาคม,4481d9057,SR771762,ภ.2,หมู่ 3 กุดยาง,ตลาดแร้ง,บ้านเขว้า,ชัยภูมิ,CPM-SR771762,172.16.151.178,"26,798.07","497,355.84","2,255",186
419,2564,กรกฎาคม,4481d9120,SR670491,ภ.2,หมู่ 7 ชีลองกลาง,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670491,172.16.150.42,"4,063.39","74,696.19",496,94
420,2564,กรกฎาคม,4481d9172,SR770597,ภ.2,หมู่ 4 ชีลองเหนือ,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR770597,172.16.151.106,"16,196.76","279,782.88","1,490",127
421,2564,กรกฎาคม,4481d9122,SR670493,ภ.2,หมู่ 9 วังเดือนห้า,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670493,172.16.150.58,"46,806.18","663,436.94","2,392",134
422,2564,กรกฎาคม,4481d9137,SR670550,ภ.2,หมู่ 13 โนนมะเกลือ,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670550,172.16.150.122,"72,913.23","690,284.33","3,138",116
423,2564,กรกฎาคม,4481d9111,SR670479,ภ.2,หมู่ 2 แจ้งเจริญ,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670479,172.16.150.2,"13,601.23","345,278.45","1,177",180
424,2564,กรกฎาคม,4481d9114,SR670482,ภ.2,หมู่ 5 วังน้ำเขียว,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670482,172.16.150.18,"17,457.65","330,592.60","1,618",115
425,2564,กรกฎาคม,4481d9118,SR670486,ภ.2,หมู่ 9 วังคำแคน,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670486,172.16.147.74,"36,039.63","507,978.76","1,703",131
426,2564,กรกฎาคม,4481d9162,SR711709,ภ.2,หมู่ 4 ห้วยผักหนาม,ซับสีทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711709,172.16.151.42,"135,743.91","453,823.09",974,68
427,2564,กรกฎาคม,4481d9163,SR711711,ภ.2,หมู่ 10 หัวเขื่อน,ซับสีทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711711,172.16.151.50,"8,179.08","120,157.97",590,42
428,2564,กรกฎาคม,4481d9128,SR670507,ภ.2,หมู่ 1 หนองฉนวน,ซับสีทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR670507,172.16.150.82,"10,067.45","216,830.46","1,244",148
429,2564,กรกฎาคม,4488d9106,SR711267,ภ.2,หมู่ 6 ป่าขนุน,ท่ามะไฟหวาน,แก้งคร้อ,ชัยภูมิ,CPM-SR711267,172.16.159.34,"11,049.05","215,144.83","1,083",153
430,2564,กรกฎาคม,4488d9065,SR669910,ภ.2,หมู่ 6 หนองพีพ่วน,เก่าย่าดี,แก้งคร้อ,ชัยภูมิ,CPM-SR669910,172.16.158.146,"2,675.39","37,885.58",460,108
431,2564,กรกฎาคม,4488d9107,SR711268,ภ.2,หมู่ 10 ไทรทอง,ท่ามะไฟหวาน,แก้งคร้อ,ชัยภูมิ,CPM-SR711268,172.16.159.42,"24,068.64","520,695.22","1,361",64
432,2564,กรกฎาคม,4488d9128,SR771494,ภ.2,หมู่ 11 ท่ามะไฟหวาน,ท่ามะไฟหวาน,แก้งคร้อ,ชัยภูมิ,CPM-SR771494,172.16.159.210,"19,585.95","238,206.24","1,789",177
433,2564,กรกฎาคม,4486d9034,SR669838,ภ.2,หมู่ 7 ห้วยยางดำ,หนองข่า,เกษตรสมบูรณ์,ชัยภูมิ,CPM-SR669838,172.16.153.130,"7,113.15","139,488.33",477,47
434,2564,กรกฎาคม,4486d9064,SR670414,ภ.2,หมู่ 11 ทองสำราญ,กวางโจน,ภูเขียว,ชัยภูมิ,CPM-SR670414,172.16.154.90,"5,165.67","80,672.37",730,39
435,2564,กรกฎาคม,4485d9178,SR768285,ภ.2,หมู่ 9 บ้านห้วยบง,ส้มป่อย,จัตุรัส,ชัยภูมิ,CPM-SR768285,172.16.145.130,"31,310.24","426,288.24","1,142",60
436,2564,กรกฎาคม,4486d9014,SR669793,ภ.2,หมู่ 10 ห้วยโป่ง,บ้านเดื่อ,เกษตรสมบูรณ์,ชัยภูมิ,CPM-SR669793,172.16.152.234,"44,823.36","626,276.90","1,571",58
437,2564,กรกฎาคม,4485d9134,SR670697,ภ.2,หมู่ 2 ละหานค่าย,โคกสะอาด,หนองบัวระเหว,ชัยภูมิ,CPM-SR670697,172.16.142.178,"25,268.91","398,855.74","1,911",124
438,2564,กรกฎาคม,4486d9033,SR669837,ภ.2,หมู่ 6 นาสมบูรณ์,หนองข่า,เกษตรสมบูรณ์,ชัยภูมิ,CPM-SR669837,172.16.153.122,"32,655.00","329,547.23","1,457",150
439,2564,กรกฎาคม,4488d9086,SR670275,ภ.2,หมู่ 5 ดอนดู่,บ้านเต่า,บ้านแท่น,ชัยภูมิ,CPM-SR670275,172.16.155.234,"19,589.66","352,420.05","1,590",85
